name,address,zipCode,contactName,contactPhone,website,profileUrl,jobCostMin,jobCostMax,licenseNumber,averageRating,followers,following,badgeCount,projectCount,reviewCount,commentCount
Fidelity General Contractors Inc.,By Appointment Only,91316,Karen MK,(855) 855-8088,http://www.fidelitygc.com,http://www.houzz.com/pro/karenmk/fidelity-general-contractors-inc,null,null,912433,4.5,203,21,7,26,30,94
Pro remodeling service,%!s(bool=false),%!s(bool=false),:,(562) 639-4054,null,http://www.houzz.com/pro/proremodelingservice/pro-remodeling-service,null,null,null,5,0,0,null,0,1,null
Locksmith North Hollywood,4821 Bakman Ave #806,91601,Paul Jones,(818) 661-1064,http://www.locksmith-northhollywood.com,http://www.houzz.com/pro/locksmithnorthhollywood/locksmith-north-hollywood,null,null,null,5,0,0,null,0,1,null
"Handyman Unlimited, Inc",1025 Sentinel Dr. #104,91750,Tom Cardona,(909) 592-9500,http://www.handyman-unlimited.com,http://www.houzz.com/pro/tom-cardona/handyman-unlimited-inc,null,null,792747,5,8,9,null,0,1,null
24 Design Construction,5455 Wilshire Blvd,90036,Jason Aizenberg,(866) 344-4252,http://24designconstruction.com/,http://www.houzz.com/pro/24designconstruction/24-design-construction,null,null,984863,5,216,109,6,34,16,39
Navarro Construction,%!s(bool=false),91107,Alfred Navarro,(626) 398-1777,http://www.navarroconstruction.com,http://www.houzz.com/pro/navarroconstructioninc/navarro-construction,null,null,781996,5,5,11,1,8,2,null
See Construction,%!s(bool=false),%!s(bool=false),:,(310) 657-5100,http://www.seematerials.com,http://www.houzz.com/pro/seematerials/see-construction,null,null,null,5,171,0,1,15,1,1
Parker Remodeling & Construction,%!s(bool=false),%!s(bool=false),John Parker,(310) 433-2843,http://www.parker-remodeling.com,http://www.houzz.com/pro/parkerremodeling/parker-remodeling-and-construction,null,null,722841,4.8,12,1,2,7,5,null
"Grijalva General Contracting, Inc",%!s(bool=false),91351,Bill Grijalva,(661) 299-4767,http://RemodelingContractorsSantaClarita.com,http://www.houzz.com/pro/bill-grijalva/grijalva-general-contracting-inc,null,null,712934,5,1,0,null,0,1,null
Mark Houston Associates Inc.,135 W Foothill Blvd,91016,Mark Houston,(626) 357-7858,http://markhoustonassociates.com,http://www.houzz.com/pro/markhouston/mark-houston-associates-inc,null,null,875303,5,15,1,null,4,2,null
Randal G. Winter Construction Inc.,"28348 Constellation Road, Suite 810",91355,Randal Winter,(661) 799-8089,http://www.rgwinter.com,http://www.houzz.com/pro/randygwinter/randal-g-winter-construction-inc,null,null,395715,5,100,3,3,35,12,7
PB Tekton,%!s(bool=false),90290,Paul Beauvais,(323) 829-9039,null,http://www.houzz.com/pro/paulbeauvais/pb-tekton,null,null,null,5,0,0,1,0,1,null
R&R Electric & General Contractor,%!s(bool=false),91784,Rocky Mathews,(909) 931-9575,http://www.rrcontractors.com/index.html,http://www.houzz.com/pro/rockyrrconstruction/randr-electric-and-general-contractor,null,null,799535,5,0,0,null,0,1,null
"C. Ryan, Inc.",%!s(bool=false),%!s(bool=false),Carol Ryan,(714) 349-9454,http://cryaninc.houzz.com,http://www.houzz.com/pro/cryaninc/c-ryan-inc,null,null,950882,5,10,0,3,7,6,null
Integrity Remodeling,%!s(bool=false),90034,Nick Rivera,(310) 836-4885,http://integrityremodelingla.com,http://www.houzz.com/pro/nick65/integrity-remodeling,null,null,822562,5,1,0,1,0,1,null
VZ Construction,12308 1/2 magnolia blvd.,91607,VINCENT ZUNIGA,(747) 333-7575,http://vzconstruction.houzz.com,http://www.houzz.com/pro/zuni247/vz-construction,null,null,986130,5,13,1,null,11,1,1
Build For You,%!s(bool=false),90035,Ilan Cohen,(310) 990-3696,http://build-for-you.com,http://www.houzz.com/pro/buildforyouconstruction/build-for-you,null,null,#936027,5,3,0,null,2,2,null
Mark Lewis & Son Construction,%!s(bool=false),%!s(bool=false),:,(562) 420-2020,null,http://www.houzz.com/pro/lewisnson/mark-lewis-and-son-construction,null,null,null,5,0,0,1,0,1,null
Giordano Construction Inc.,19 Coral Tree Lane,90274,Antonio Giordano,(310) 530-8735,http://giordanoconstruction.net,http://www.houzz.com/pro/dependable/giordano-construction-inc,null,null,null,5,17,0,null,5,1,null
Built to Perfection Inc.,22222 Sherman Way Blvd # 202,91303,Asher Ben Haim,(888) 955-0535,http://www.builttoperfection.com,http://www.houzz.com/pro/tal100/built-to-perfection-inc,null,null,837987,5,29,7,3,39,27,1
Cornerstone Construction,18637 Kenya St.,91326,George Abraham,(818) 317-2299,http://CreateWithCornerstone.com,http://www.houzz.com/pro/cornerstone-construction/cornerstone-construction,null,null,881814,5,46,32,null,22,3,null
Synergy General Contractors Inc,199 Saddlebow Rd,91307,Scott McCurray,(818) 883-3615,http://www.synergygeneralcontractors.com,http://www.houzz.com/pro/synergygeneralcontractors/synergy-general-contractors-inc,null,null,null,5,11,0,null,1,1,null
"Fischer Construction, Inc.",%!s(bool=false),90034,Joel Fischer,(310) 204-4200,http://www.fcinc.la,http://www.houzz.com/pro/joelfcinc/fischer-construction-inc,null,null,B528992,4.5,5,0,1,18,2,null
Titan & Co.,1601 N Sepulveda Blvd #622,90266,Matthew Armato,(310) 773-3880,http://Www.titanandco.com,http://www.houzz.com/pro/matthewarmato/titan-and-co,null,null,921002,5,61,18,3,4,3,4
Epic Construction Inc.,2808 Oregon Court - Suite L5,90503,Dean Stotesbury,(310) 406-2176,http://epicconstruction.com,http://www.houzz.com/pro/deanstotesbury/epic-construction-inc,null,null,574409,5,3,1,null,4,1,null
Wolfring Woodworks,%!s(bool=false),%!s(bool=false),:,(310) 372-5620,null,http://www.houzz.com/pro/davidwolfring/wolfring-woodworks,null,null,null,5,0,0,1,0,1,null
Superb Builders,12814 Woodbridge St. #7,91604,David King,(310) 980-2919,http://www.superbbuilder.com,http://www.houzz.com/pro/dkcustom1/superb-builders,null,null,B980402,5,1,0,2,0,12,null
Grueter Construction,2672 Fair Oaks Ave.,91001,Joe E. Grueter,(626) 798-9525,http://grueterconstruction.com,http://www.houzz.com/pro/grueterconstruction/grueter-construction,null,null,416414,5,40,28,1,8,2,1
TRUSSELL CONSTRUCTION,32740 Wisconsin St,93510,Robert Trussell,(661) 478-7644,http://www.trussellconstruction.com,http://www.houzz.com/pro/trussellconst/trussell-construction,null,null,662980,4.8,38,0,3,6,8,null
SY Construction,6203 Feral Avenue,91301,yossi alkaslasi,(818) 652-6837,http://www.syconstruction.us/,http://www.houzz.com/pro/syconstruction/sy-construction,null,null,B-925488,4.9,13,0,4,5,16,null
Grenier Construction,%!s(bool=false),90069,Richard Grenier,(818) 652-7343,http://www.grenierdevelopment.com,http://www.houzz.com/pro/grenierconstruction/grenier-construction,null,null,636045,5,8,4,2,14,7,1
PREFERRED HOME BUILDERS INC,"6271 Variel Ave., Suite #C",91367,Tom Pinhas,(818) 594-3500,http://www.friendlycontractor.com,http://www.houzz.com/pro/preferredhomebuilders1/preferred-home-builders-inc,null,null,#773147,4.9,229,35,5,37,12,25
Mark2 Construction,3222 corte Malpaso # 201,93012,Mark Varnum,(805) 388-2411,http://mark2construction.com,http://www.houzz.com/pro/markvarnum/mark2-construction,null,null,337875,5,14,0,1,16,5,1
TRI-CITY GLASS,22232 S. Avalon Blvd.,90745,Gary Yamashita,(310) 830-2410,http://www.tricityglass.net,http://www.houzz.com/pro/tricityglass1/tri-city-glass,null,null,null,5,5,0,null,1,1,null
Martins Construction,1666 Courtney Ave.,90046,Robert Martins,(818) 518-6002,http://www.MartinsConstruction.net,http://www.houzz.com/pro/martinsconstruction/martins-construction,null,null,873368,4.7,51,null,1,8,4,null
"Construction Concern, Inc.",%!s(bool=false),91321,Richard Herron,(661) 254-0746,http://www.constructionconcern.com,http://www.houzz.com/pro/constructionconcern/construction-concern-inc,null,null,674475,5,3,0,null,3,1,null
"Brad Coleman Construction, Inc.",PO Box 1042,91012,Brad Coleman,(818) 606-2470,http://www.BradColemanConstruction.com,http://www.houzz.com/pro/colemanbe/brad-coleman-construction-inc,null,null,430617,4.7,39,6,1,3,4,null
7 CONSTRUCTION INC,7040 Hayvenhurst Ave,91406,Nataly P,(877) 328-1777,http://WWW.7CONSTRUCTIONINC.COM,http://www.houzz.com/pro/rosalyne1/7-construction-inc,null,null,894853,5,8,0,1,3,2,null
Tellus Design + Build,11693 San Vicente Blvd #161,90049,Jesse Fowler,(844) 283-5587,http://www.tellusdesignbuild.com,http://www.houzz.com/pro/tellus1/tellus-design-build,null,null,940719,5,181,0,5,14,19,19
B-Room,23838 Haynes St,91307,Julien Chouipe,(818) 871-0961,http://www.BRoom.Build,http://www.houzz.com/pro/broombaths/b-room,null,null,964744,5,53,20,3,8,6,1
Armstrong Gregory Design & Build,39252 Winchester Rd. Suite 107-369,92563,Greg Armstrong,(877) 789-3374,http://www.armstronggregory.com,http://www.houzz.com/pro/armstronggregory/armstrong-gregory-design-and-build,null,null,907013,4,109,252,null,11,1,null
Dream Builders Remodeling,%!s(bool=false),%!s(bool=false),:,(877) 244-4220,http://www.dreambuildersremodeling.net/,http://www.houzz.com/pro/dreambuildersremodeling/dream-builders-remodeling,null,null,null,5,22,0,2,2,12,null
Magistrale Construction,1125 Magnolia Street,91030,Kathy Magistrale,(626) 441-3630,http://www.MagistraleConstruction.com,http://www.houzz.com/pro/kathymagistrale/magistrale-construction,null,null,null,5,54,13,3,6,7,19
The Key's Maker Venice,2554 Lincoln Blvd,90291,Ross Hubbard,(310) 526-2126,http://www.locksmith-venice.com,http://www.houzz.com/pro/thekeysmakervenice/the-keys-maker-venice,null,null,null,5,0,0,null,0,2,null
Hilltop Construction,%!s(bool=false),92392,Loiel Simpson,(626) 486-8659,null,http://www.houzz.com/pro/loiel/hilltop-construction,null,null,B-636060,5,1,0,null,0,1,null
Farnsworth Builders,4224 Mc connell blv,90066,Wes Farnsworth,(888) 805-1757,http://farnsworthbuilders.com,http://www.houzz.com/pro/wesfarnsworth/farnsworth-builders,null,null,947797,5,46,19,null,8,2,null
Rite Fast Construction,531 vernon Ave. suite B,90291,Rite Fast,(424) 781-7483,http://www.ritefastconstruction.com,http://www.houzz.com/pro/ritefastconstruction/rite-fast-construction,null,null,9675023,5,20,2,1,3,2,1
JMC Builders,%!s(bool=false),90803,Jay Caffey,(562) 987-9663,http://www.jmcbuildersinc.com/,http://www.houzz.com/pro/dianejmc/jmc-builders,null,null,664528,5,31,4,2,7,12,1
The House Next Door,4821 Lankershim Blvd,91601,Oron Gal,(888) 889-9123,http://hndremodeling.com,http://www.houzz.com/pro/hndremodeling/the-house-next-door,null,null,966131,4.8,25,4,3,3,32,null
"Dovetail Construction & Remodeling, Inc",%!s(bool=false),%!s(bool=false),Randy Stone,(760) 212-1775,http://www.dovetailconstruct.com,http://www.houzz.com/pro/stonedevel/dovetail-construction-and-remodeling-inc,null,null,499334,5,7,0,1,6,1,null
RWT Design & Construction,2901 Floyd St.,91504,Romney Tripp,(818) 841-8600,http://www.rwthomeremodeling.com,http://www.houzz.com/pro/rwthomeremodeling/rwt-design-and-construction,null,null,725868,5,58,64,3,11,6,null
South Land Remodeling Inc.,15021 Ventura Blvd.,91403,Oren Farkash,(818) 574-8086,http://southlandremodel.com,http://www.houzz.com/pro/southlandremodeling/south-land-remodeling-inc,null,null,B901-842,4.5,7,6,1,14,7,9
George Boulanger Construction Inc.,3524 Grand View Boulevard,90066,Jennifer Boulanger,(310) 391-6646,null,http://www.houzz.com/pro/jennifer-boulanger/george-boulanger-construction-inc,null,null,351307,4.6,null,null,3,null,10,null
Amax Contractors,527 N. AZUSA #329,91722,Armando Morales,(562) 716-5284,http://amaxcontractors.com,http://www.houzz.com/pro/davlme/amax-contractors,null,null,904934,5,1,0,null,0,1,null
Creation Builders Inc,"22647 Ventura Blvd, #535",91364,Creation Builders,(888) 590-5590,http://www.creationbuildersinc.com,http://www.houzz.com/pro/creationbuilders/creation-builders-inc,null,null,971748,4.8,43,0,3,16,7,1
Locksmith Manhattan Beach,1202 Tennyson St #14,90266,Albert Marguez,(310) 957-3205,http://www.locksmith-manhattanbeach.com,http://www.houzz.com/pro/locksmithmanhattanbeach/locksmith-manhattan-beach,null,null,null,5,0,0,null,0,2,null
GOODFELLAS CONSTRUCTION,%!s(bool=false),%!s(bool=false),Anne S.,(877) 728-9611,http://WWW.GOODFELLASCONSTRUCTION.NET,http://www.houzz.com/pro/goodfellas-construction/goodfellas-construction,null,null,null,4.8,288,484,5,35,23,9
INM Construction Inc.,%!s(bool=false),91326,Nissim Kanner,(844) 886-0700,http://inmhome.com,http://www.houzz.com/pro/inmconstruction/inm-construction-inc,null,null,996838,5,3,0,null,2,1,null
"Dixon Construction, Inc.",3169 Mountain View Avenue,90066,Nathan Dixon,(310) 397-2805,http://dixonconstructioninc.net,http://www.houzz.com/pro/thedixon5/dixon-construction-inc,null,null,706524,5,30,0,null,7,3,null
Grisa Enterprises Inc.,"74854 Velie Way, Suite 4",92260,Dan Grisa,(760) 325-2555,http://www.grisaenterprises.com,http://www.houzz.com/pro/dannygrisa/grisa-enterprises-inc,null,null,B921518,5,17,4,1,2,4,1
Rubarth Construction,54275 Avenida Velasco,92253,David Rubarth,(760) 601-7408,null,http://www.houzz.com/pro/david-rubarth/rubarth-construction,null,null,948568,5,2,0,null,0,1,null
Ahern Construction Company,31133 Via Colinas #108,91361,Tim Ahern,(818) 707-2800,http://ahernconstruction.com,http://www.houzz.com/pro/ahernpools/ahern-construction-company,null,null,687780,5,399,2290,null,11,1,3
ConSpec Building Systems,677 South Lake Avenue,91106,Roger Krost,(626) 796-8413,http://www.conspec.com,http://www.houzz.com/pro/rbkrost/conspec-building-systems,null,null,736784,5,33,3,5,4,9,1
"Apple Valley Insulation, A BDI Company, Inc.",17525 Catalpa Street,92340-1175,Rob Cooper,(760) 244-8856,http://www.insulationav.com,http://www.houzz.com/pro/applevalleyinsulationbdi/apple-valley-insulation-a-bdi-company-inc,null,null,null,5,0,0,null,0,1,null
De Sisto Construction Inc.,4429 East Village Road #136,90808,David De Sisto,(562) 425-1050,http://dcidirect.net,http://www.houzz.com/pro/jdsisto/de-sisto-construction-inc,null,null,803545,4,3,0,null,0,1,null
Allen Construction and Design,11845 Barletta Pl.,93021,Geordan and Julie Allen,(805) 390-9822,http://www.allenconstructionanddesign.com,http://www.houzz.com/pro/allenconstructiondesign/allen-construction-and-design,null,null,983323,4.8,21,0,3,5,7,null
Vuoso and Sons Construction,%!s(bool=false),90275,Anthony Vuoso,%!s(bool=false),null,http://www.houzz.com/pro/vuosoandsons/vuoso-and-sons-construction,null,null,null,5,4,0,null,0,1,1
So Cal Builders & Design,%!s(bool=false),91423,Aviad,(888) 877-1585,http://mysocalbuilders.com,http://www.houzz.com/pro/mysocalbuilders/so-cal-builders-and-design,null,null,990258,5,6,0,3,13,7,1
Remodel USA,2291 W 205th St #106,90501,Tony Ahuja,(310) 222-8662,http://www.remodelusa.com,http://www.houzz.com/pro/reusa/remodel-usa,null,null,813251,5,3,0,1,3,13,null
Leising Builders,%!s(bool=false),92028,James Leising,(760) 703-8684,http://www.leisingbuilders.com,http://www.houzz.com/pro/lbbuilders12/leising-builders,null,null,B428940,5,13,1,2,10,7,null
Pathos Construction,"1605 Morse ave, Unit A",93003,Tom Gogonis,%!s(bool=false),http://www.pathosconstruction.com/index.html,http://www.houzz.com/pro/tgogonis/pathos-construction,null,null,null,5,10,2,null,3,1,null
Tim Reid GC,%!s(bool=false),91423,Tim Reid,(310) 508-9791,http://timreidgc.com,http://www.houzz.com/pro/timreidgc/tim-reid-gc,null,null,CSLB 795456,5,14,6,2,10,5,null
"Tim Ryan Construction, Inc.",125 E. Santa Clara St Suite 19,91006,Tim Ryan,(626) 446-8394,http://www.timryaninc.com,http://www.houzz.com/pro/timryaninc/tim-ryan-construction-inc,null,null,782337,4,2,0,null,0,1,null
Home Remodeling by U.S. Developer & Property Inc.,4804 Laurel Canyon Blvd.,91607,Udi Shabat,(818) 300-4855,http://usdeveloperinc.com,http://www.houzz.com/pro/liamari/home-remodeling-by-us-developer-and-property-inc,null,null,906346,5,104,50,1,8,3,5
Lion Security Locksmith,200 s. Barrington ave. #1515,90049,Lion Security Locksmith,(866) 546-6109,http://www.lionlocksmith.com/,http://www.houzz.com/pro/leosachen/lion-security-locksmith,null,null,901336,5,0,0,null,0,1,null
GreenTech Builders Inc,%!s(bool=false),90046,sol feldon,(323) 874-4504,http://greentechbuildersinc.com/,http://www.houzz.com/pro/greentech-builders/greentech-builders-inc,null,null,999332,5,1,0,null,3,1,null
M P Plumbing & Construction,13911 Judah Ave.,90250,Michael Petrusko,(310) 644-7749,http://www.mpplumbingconstruction.com,http://www.houzz.com/pro/mpetrusko/m-p-plumbing-and-construction,null,null,529095,4,4,0,null,0,1,null
RKC Builders Inc,125235 Limonite Ave #440-425,91752,Kyle Killam,(888) 752-2845,http://www.rkcbuilders.com,http://www.houzz.com/pro/rkcbuilders/rkc-builders-inc,null,null,947005 B,4.2,67,1,4,19,11,11
Locksmith Rialto,347 North Eucalyptus Avenue #XE21,92376,Virgil Hale,(909) 863-3044,http://www.locksmithrialto.com,http://www.houzz.com/pro/locksmithrialto/locksmith-rialto,null,null,null,5,0,0,null,0,2,null
FORESIGHT Design-Remodel Inc,Available Upon Request,90065,Joel Forsythe,(626) 676-6690,http://www.foresightremodel.com,http://www.houzz.com/pro/foresight/foresight-design-remodel-inc,null,null,988652,4.9,153,null,5,6,10,142
"PTP Company General Contractors, LLC",2140 N. Hollywood Wy. Unit 1063,91507,P. Terry Powell,(818) 397-3700,http://www.ptpcompany-gc.com,http://www.houzz.com/pro/ptpcompanygc/ptp-company-general-contractors-llc,null,null,714182,5,2,0,1,0,1,null
David Spencer Construction Co.,Skagway St.,93063,David Spencer,(818) 606-1922,null,http://www.houzz.com/pro/grimason/david-spencer-construction-co,null,null,Ca. B1 283190,5,4,1,null,0,1,null
Spring Oak Construction,23748 Spring Oak Place,92562,Kelly Bice,(951) 545-5133,null,http://www.houzz.com/pro/kellywb/spring-oak-construction,null,null,916023,4.5,0,0,null,0,2,null
Angel City Builders,%!s(bool=false),90042,Chris Smith,(818) 800-5722,http://www.angelcitybuilders.com,http://www.houzz.com/pro/angelcitybuilders/angel-city-builders,null,null,868677,5,29,10,null,4,1,null
Harding Construction & Sustainable Solutions,4040 E Vermont,90814,Wes Harding,(562) 333-6392,http://www.HardingConstruction.biz,http://www.houzz.com/pro/hardingconstruction1/harding-construction-and-sustainable-solutions,null,null,895042,4.9,224,134,5,28,17,921
Greenspot Construction,%!s(bool=false),92307,Nicholas Mendoza,(760) 515-7768,http://www.greenspot-construction.com,http://www.houzz.com/pro/greenspotgc/greenspot-construction,null,null,987634,5,11,4,1,4,2,2
Keystone Cabinetry Inc.   Since 1984,3110 North Clybourn Ave,91505,Julian Sahagun,(818) 565-3330,http://www.keystonecabinetry.com,http://www.houzz.com/pro/keystone3110/keystone-cabinetry-inc-since-1984,null,null,CA-B1-C6-787146,5,257,71,4,25,15,34
Above Board Construction,"10958 West Pico Blvd, Suite 2",90064,Forrest Poorman 'The Architects' Builder',(310) 500-7553,http://above-board.net,http://www.houzz.com/pro/buvbord/above-board-construction,null,null,695126,5,10,10,null,10,2,null
Pro Touch Construction,"17547 Ventura Blvd, 303C",91316,Pro Touch Construction,(818) 782-3122,http://prohgc.houzz.com,http://www.houzz.com/pro/prohgc/pro-touch-construction,null,null,776552,5,35,9,3,18,9,null
Deadwood Construction Inc.,830 E Santa Clara St.,93001,Dustin Ross,(805) 643-3176,http://deadwoodconstruction.com,http://www.houzz.com/pro/dwmgmt/deadwood-construction-inc,null,null,992155 Insured & Bonded,5,16,14,2,8,3,null
Locksmith San Fernando,10901 Laurel Canyon Blvd #909,91340,Damien Dupree,(818) 661-1160,http://www.locksmith-sanfernando.com,http://www.houzz.com/pro/locksmithsanfernando/locksmith-san-fernando,null,null,null,5,0,0,null,0,2,null
Green Planet Remodeling,1245 van nuys blvd,91411,Yaniv Zilberberg,(800) 387-5917,http://greenplanetremodeling.com/,http://www.houzz.com/pro/greenplanetremodeling/green-planet-remodeling,null,null,982129,5,2,0,1,5,3,null
Ttm Construction Llc,%!s(bool=false),90501,Todd Mozden,(310) 619-4076,null,http://www.houzz.com/pro/ttmconst/ttm-construction-llc,null,null,null,4,0,0,null,0,1,null
Dave Gula Construction,%!s(bool=false),91784,Dave Gula,(909) 985-5539,http://davegulaconstruction.com,http://www.houzz.com/pro/gulaandson/dave-gula-construction,null,null,321874,5,2,1,2,3,8,null
Ender Enterprises,9903 Santa Monica blvd. #747,90212,George,(310) 497-1681,http://Enderenterprises.com,http://www.houzz.com/pro/enderenterprises/ender-enterprises,null,null,962814,5,9,0,null,2,2,null
Benchmark Built,571 Hampshire rd,91361,Clint Cole,(805) 427-0427,http://www.benchmarkbuilt.com,http://www.houzz.com/pro/clintonjcole1/benchmark-built,null,null,805575,4.7,3,3,1,17,4,null
KNC Construction inc,%!s(bool=false),%!s(bool=false),:,(760) 947-3119,null,http://www.houzz.com/pro/kncjoe/knc-construction-inc,null,null,null,5,0,0,null,0,1,null
Logan Construction,%!s(bool=false),%!s(bool=false),John Logan,(805) 290-5184,http://Jloganconstruction.com,http://www.houzz.com/pro/johnloganconstruction/logan-construction,null,null,701633,5,3,0,null,0,1,null
United Firm Construction,%!s(bool=false),91107,Ara Sevajian,(626) 533-3247,http://www.unitedfirmconstruction.com,http://www.houzz.com/pro/unitedfirmconstruction/united-firm-construction,null,null,#400062,5,13,22,1,9,3,null
de Krassel Construction Inc.,%!s(bool=false),90232,Jonas de Krassel,(310) 558-9390,http://dekrassel.com,http://www.houzz.com/pro/melaniedek/de-krassel-construction-inc,null,null,829355,5,2,0,null,5,1,null
Armfield Design & Construction,28990 Pacific Coast Hwy. Suite 109,90265,Mark Armfield,(310) 457-4222,http://www.armfielddesign.com,http://www.houzz.com/pro/armfielddesign/armfield-design-and-construction,null,null,null,5,979,null,2,19,4,13
True North Designs,12430 Mitchell Ave,90066,Paul North,(310) 390-9950,http://www.truenorthdesigns.net,http://www.houzz.com/pro/paul-north/true-north-designs,null,null,B 541817,5,48,1,1,8,9,null
"RMC DEVELOPMENT, INC.",32620 Santa Cruz Way,92530,Rafael Martinez,(951) 733-2413,http://rmcdevelopment66@yahoo.com,http://www.houzz.com/pro/rafael-martinez3775/rmc-development-inc,null,null,791863B,5,7,2,1,2,1,null
Agoura Design and Remodel,31200 La Baya Drive,91362,James Thurston,(818) 879-9662,http://AgouraKB.com,http://www.houzz.com/pro/agouradesign/agoura-design-and-remodel,null,null,961360,4.8,78,145,4,12,13,8
A Straight Line Construction,%!s(bool=false),%!s(bool=false),:,(805) 583-2327,null,http://www.houzz.com/pro/monavandiepen/a-straight-line-construction,null,null,null,5,0,0,null,0,1,null
Chamberlain Constructors L.L.C.,4215 Tierra rejada rd #164,93021,Bryson Chamberlain,(805) 807-5557,http://www.chamberlainconstructors.com,http://www.houzz.com/pro/chamberlainconstructors/chamberlain-constructors-llc,null,null,987680,5,11,0,null,4,2,null
Gaelic Construction & Design,%!s(bool=false),90275,Charles Clarke,(310) 791-4150,http://www.gaelicconstructiondesign.com,http://www.houzz.com/pro/gaelicconstructiondesign/gaelic-construction-and-design,null,null,810499,5,14,8,1,13,2,null
REMODEL951,%!s(bool=false),92551,frank soto,(888) 714-0903,http://www.remodel951.com,http://www.houzz.com/pro/mak951/remodel951,null,null,0012456,1,34,42,null,8,1,null
West Coast Quality Builders Inc,760 E 48th St #1,90011,Daniel Lopez,(213) 820-1218,null,http://www.houzz.com/pro/westcoastqualitybuildersinc/west-coast-quality-builders-inc,null,null,875128,5,1,0,null,0,1,null
The Benton Group,295 Redondo Ave,90803,Scot Hunter,(562) 230-6468,http://www.thebentongroup.com/,http://www.houzz.com/pro/thebentongroup/the-benton-group,null,null,883164,5,4,0,null,2,1,null
HDevelopment,%!s(bool=false),90066,Jeffrey Gordon,(310) 391-3500,http://www.hdevelopment.net,http://www.houzz.com/pro/hdevelopment/hdevelopment,null,null,910154,5,16,30,null,9,1,1
KCS Development,5607 Hidden Glen Ct.,91362,Kenneth Schultz,%!s(bool=false),http://kcsbuilders.com,http://www.houzz.com/pro/kcsbuilder/kcs-development,null,null,null,4,6,0,null,3,1,null
CTR Builders Inc,%!s(bool=false),%!s(bool=false),:,(818) 249-3281,http://ctrbuilders.com/,http://www.houzz.com/pro/iclark4/ctr-builders-inc,null,null,null,5,0,0,null,7,1,null
Haydu Construction Inc.,2041-A Pacific Coast Highway,90717,Stefanie Haydu,(310) 375-2027,http://www.hayduconstruction.com,http://www.houzz.com/pro/haydu/haydu-construction-inc,null,null,841653,5,10,0,2,13,3,null
Eternity Construction,5210 Lewis Rd #10B,91301,Eternity-Construction Motti Motti,(800) 941-0555,http://www.remodeling2000.com,http://www.houzz.com/pro/webuser-7356799/eternity-construction,null,null,817846,5,26,10,4,3,6,null
Studio Le`Verett,3595 Elm Ave. Suite 19,90807,Angela Leverett,(818) 675-5212,http://www.studioleverett.com,http://www.houzz.com/pro/ladiarch/studio-le`verett,null,null,989213,5,6,6,null,5,2,null
"Drake Construction, Inc.",13949 Ventura Blvd.,91423,Gary Drake,(818) 990-4500,http://garydrakeconstruction.com,http://www.houzz.com/pro/darakeefer/drake-construction-inc,null,null,789617,4.8,85,52,2,10,5,1
Courtney Construction Inc,%!s(bool=false),91024,Tom Courtney,(626) 355-2575,http://www.courtneyconstructioninc.com/,http://www.houzz.com/pro/jacobcrtny/courtney-construction-inc,null,null,742542,5,2,0,null,0,1,null
Rex Romano Builders,316 Georgetown Pl,91711,Rex Romano,(909) 626-3019,http://rexrom.houzz.com,http://www.houzz.com/pro/rexrom/rex-romano-builders,null,null,763385,5,10,0,3,25,7,null
Crivello Bros. Construction,Call For An Appointment,90275,JP Crivello,(310) 363-0639,http://www.crivellobros.com,http://www.houzz.com/pro/crivellobros/crivello-bros-construction,null,null,B965896,5,78,8,5,11,8,1
"Eileen Gould Design and Construction, Inc.",31275 La Baya Drive Drive,91361,Eileen Gould,(818) 706-8825,http://www.lifestylesdesign.com,http://www.houzz.com/pro/eileen07/eileen-gould-design-and-construction-inc,null,null,null,5,18,3,2,20,3,null
Michael David Lindley,142 W. Center St.,93001,Michael Lindley,(805) 643-3446,http://michaeldavidlindley.com,http://www.houzz.com/pro/michael-lindley/michael-david-lindley,null,null,B-632-174,5,36,13,3,10,7,null
Imbuia Construction Inc.,3831 Scadlock Lane,91403,warren bregman,(818) 783-7808,http://imbuia.houzz.com,http://www.houzz.com/pro/imbuia/imbuia-construction-inc,null,null,796602,5,17,2,1,11,3,1
Shviro Glass USA,434 N La Cienega Blvd,90048,Ron Shviro,(310) 961-8902,http://www.shviroglass.com,http://www.houzz.com/pro/shviroglass/shviro-glass-usa,null,null,46-4250527,5,7,5,null,16,1,null
LA Design Build,468 N.Camden Dr,90210,LA Design Build,(310) 601-1700,http://www.LADesignBuild.com,http://www.houzz.com/pro/ladesignbuild/la-design-build,null,null,895870,5,151,84,3,7,5,8
Joel & Co. Construction - General Contractors,11693 San Vicente Blvd.,90049,Joel Portillo,(310) 728-6181,http://www.losangelesgeneralcontractor.com/,http://www.houzz.com/pro/losangelesgeneralcontractor/joel-and-co-construction-general-contractors,null,null,967864,5,14,0,2,2,5,null
JL Biber Construction,15548 Saddleback Road,92506,John Biber,(951) 780-5016,null,http://www.houzz.com/pro/johnbiber/jl-biber-construction,null,null,521362,5,1,0,null,0,1,null
US Home Developers Inc,19737 Ventura blvd #310A,91367,Jeff Sabach,(888) 407-9905,http://ushomedevelopers.com,http://www.houzz.com/pro/ushomdevelopers/us-home-developers-inc,null,null,947505,5,96,33,3,31,7,5
