name,address,zipCode,contactName,contactPhone,website,profileUrl,jobCostMin,jobCostMax,licenseNumber,averageRating,followers,following,badgeCount,projectCount,reviewCount,commentCount
Covenant Construction,%!s(bool=false),90731,Mark,(310) 901-1549,null,http://www.houzz.com/pro/markmdibacco/covenant-construction,null,null,837320,null,0,0,null,0,null,null
DWC CONSTRUCTION,1509 N Pass and Covina Rd,91744,David CASTANEDA Jr,(626) 890-5149,null,http://www.houzz.com/pro/davidcw/dwc-construction,null,null,"B, C-36, 905517",null,0,0,null,0,null,null
pure construct,%!s(bool=false),90265,Daniel Colembie,(310) 880-4945,null,http://www.houzz.com/pro/daniel-colembie/pure-construct,null,null,null,null,0,0,null,0,null,null
Watermark Construciton Inc.,643 Cypress Avenue,90254,George,(310) 466-4841,null,http://www.houzz.com/pro/thewatermarkgroup/watermark-construciton-inc,null,null,null,null,1,0,null,0,null,null
Todd Wagner,188 Orange park,92374,Todd Wagner,(951) 313-8682,null,http://www.houzz.com/pro/todd-wagner89/todd-wagner,null,null,null,null,3,3,null,0,null,null
Canterbury Synergy Inc,%!s(bool=false),90262,Alberto Nesicolaci,(310) 871-0203,null,http://www.houzz.com/pro/kanesico/canterbury-synergy-inc,null,null,null,null,0,0,null,0,null,null
Solid Ground Construction,3520 Hughes ave,90291,Javad Hashemi,(323) 205-5242,http://solidgroundconstruction.us,http://www.houzz.com/pro/jahaconstruction/solid-ground-construction,null,null,B 890624,null,2,0,null,2,null,null
R.A.M. Construction,%!s(bool=false),%!s(bool=false),:,(818) 606-5450,null,http://www.houzz.com/pro/ramconstruction75/ram-construction,null,null,null,null,0,0,null,0,null,null
MP Construction & Homes,31915 Rancho California Rd. Ste 200-387,92591,Jill Purczynski,(760) 801-4424,http://mpconstructionandhomes.com,http://www.houzz.com/pro/mpconstruction/mp-construction-and-homes,null,null,null,null,18,2,null,4,null,null
Bob's building and design,1140 Winchester Ave#29,91201,Robert Hovhannisyan,(818) 484-8582,http://facebook.com/contractorbob,http://www.houzz.com/pro/robert-hovhannisyan/bobs-building-and-design,null,null,null,null,15,1,null,2,null,null
"SK & Company, Inc.",%!s(bool=false),90040,Steve Kang,(213) 245-3227,null,http://www.houzz.com/pro/haaniappa/sk-and-company-inc,null,null,null,null,0,0,null,0,null,null
norriswhitmore,Po Box 55786,91385,norris whitmore,(661) 406-0961,http://norrisconstruction@me.com,http://www.houzz.com/pro/norriswhitmore/norriswhitmore,null,null,379328,null,1,0,null,0,null,null
Versai Design and Development,"8484 Wilshire Blvd, ste. 515",90211,Versai Design & Development,(888) 776-9096,http://versai.co,http://www.houzz.com/pro/versaidesign/versai-design-and-development,null,null,null,null,2,0,null,0,null,null
Kickinghorse,1370 Main St.,90291,Bill Battey,(310) 245-1337,http://kickinghorseconstruction.com,http://www.houzz.com/pro/builderbill48/kickinghorse,null,null,892883,null,8,0,null,0,null,null
Douglass Design-Build,1933 Coventry Court,91362,Kevin Douglass,(805) 338-6746,null,http://www.houzz.com/pro/kgdouglass/douglass-design-build,null,null,956535,null,2,1,null,0,null,null
Arrest Records,%!s(bool=false),90001,Ralph Walker,000000000,http://www.californiaarrestrecords.org/,http://www.houzz.com/pro/ralph400walker/arrest-records,null,null,null,null,0,0,null,0,null,null
Albers Construction Co,PO Box 238,92253,Bill Albers,(760) 771-9954,http://www.albersconstr.com/,http://www.houzz.com/pro/btkhouse/albers-construction-co,null,null,769229,null,0,0,null,0,null,null
sunnykim,%!s(bool=false),90006,metro construction,(213) 604-5614,null,http://www.houzz.com/pro/metro1817/sunnykim,null,null,951548,null,0,0,null,0,null,null
Contractors Malibu,%!s(bool=false),%!s(bool=false),:,(310) 606-3851,http://contractorsmalibu.org,http://www.houzz.com/pro/contractorsmalibu/contractors-malibu,null,null,null,null,4,0,null,0,null,null
997331Okeanos Construction,%!s(bool=false),92587,Steve Leu,(805) 252-9161,null,http://www.houzz.com/pro/sjleus1/997331okeanos-construction,null,null,997331,null,0,0,null,0,null,null
"Pinnacle Development Group, LLC",%!s(bool=false),%!s(bool=false),:,(757) 745-7041,http://www.pinnacledevelopmentgrp.com/,http://www.houzz.com/pro/pinnacledevelopmentgrp/pinnacle-development-group-llc,null,null,null,null,1,0,null,2,null,null
"WSR,Inc",%!s(bool=false),91324,Shawn Reeves,818718770,http://www.westernstatesroofing.com,http://www.houzz.com/pro/phdnroofing/wsrinc,null,null,C-39 993251,null,0,0,null,0,null,null
RCS Construction,%!s(bool=false),91750,Russell Sullivan,(909) 596-1221,http://rcsconstructioninc.com/,http://www.houzz.com/pro/rcsconstru7934/rcs-construction,null,null,null,null,0,0,null,5,null,null
Yamaha Golf Cars of Palm Springs,78-785 Highway 111 Suite 103,92253,Priyanka De,(760) 775-5000,http://www.yamahagolfcarsofpalmsprings.com,http://www.houzz.com/pro/yamahagolfcars04/yamaha-golf-cars-of-palm-springs,null,null,null,null,0,0,null,0,null,null
RobertHARDENCo,%!s(bool=false),90066,Robert Harden,(310) 930-0918,null,http://www.houzz.com/pro/roberthardenco/roberthardenco,null,null,707957,null,0,0,null,0,null,null
daniel construction,%!s(bool=false),%!s(bool=false),:,(559) 786-1858,http://N2Property.com,http://www.houzz.com/pro/sn2property/daniel-construction,3000,1000000,null,null,0,0,null,0,null,null
J.K. Stone & Construction Inc.,3592 Rosemead Blvd.,91770,Kin Chau,(888) 812-1688,http://www.jkstoneandconstruction.com/,http://www.houzz.com/pro/kinmchau/jk-stone-and-construction-inc,null,null,993507,null,3,1,null,0,null,null
M&M Management,%!s(bool=false),%!s(bool=false),:,(951) 858-1995,http://www.universalallaround.com,http://www.houzz.com/pro/deomaureen/mandm-management,null,null,null,null,0,0,1,0,null,null
JMC construction and painting,%!s(bool=false),%!s(bool=false),James Cho,%!s(bool=false),http://Laconstruction.me,http://www.houzz.com/pro/jamesmjchung/jmc-construction-and-painting,null,null,null,null,1,0,null,0,null,null
paul5525,2310 Huntington Dr,91108,Paul Chen,(626) 807-2885,null,http://www.houzz.com/pro/paul-chen90/paul5525,null,null,null,null,0,0,null,0,null,null
ICON Construction,%!s(bool=false),90292,Dan Barraza,(805) 208-2959,http://www.iconca.us,http://www.houzz.com/pro/fade2blue/icon-construction,null,null,978822,null,1,0,null,0,null,null
Avail Engineering,1229 Cameron Street,92223,Mac Brey,(714) 852-2525,http://www.avail-engineering.com,http://www.houzz.com/pro/mac-brey/avail-engineering,null,null,851725,null,5,0,null,6,null,null
GWD Construction,%!s(bool=false),91016,Gar Guzman,(626) 841-3046,null,http://www.houzz.com/pro/gwdconstruction/gwd-construction,null,null,518767,null,0,0,null,0,null,null
Slickr,%!s(bool=false),90601,Slickr Slickr,(562) 201-3470,http://www.slickr.org,http://www.houzz.com/pro/slickr/slickr,null,null,null,null,0,0,null,0,null,null
Cal State Construction Services,%!s(bool=false),92562,Brent Small,(951) 704-3184,http://www.calstatecs.com,http://www.houzz.com/pro/calstatecs/cal-state-construction-services,null,null,941753,null,0,0,null,0,null,null
Structure Home,21101 Oxnard Street,91367,Robert Kleiman,(818) 598-1330 ext. 150,http://www.structurehome.com,http://www.houzz.com/pro/rkleiman/structure-home,null,null,null,null,6,0,null,0,null,null
onlinegenericpills,%!s(bool=false),90003,Martin Adam,(800) 704-2951,http://www.onlinegenericpills.co/,http://www.houzz.com/pro/onlinegenericpills/onlinegenericpills,null,null,null,null,0,0,null,0,null,null
Kistler Construction,%!s(bool=false),92240,Matthew Kistler,(760) 490-5963,null,http://www.houzz.com/pro/matthew-kistler/kistler-construction,null,null,null,null,0,9,null,0,null,null
hdz construction,3032 camino calandria,91360-4533,daniel oscanoa,(805) 907-6997,http://hdzconstruction.net,http://www.houzz.com/pro/hdzconstruction/hdz-construction,5000,10000000,null,null,4,1,null,3,null,null
AM CONSTRUCTION,7259 willoughby ave,90046,maty Avidan,(310) 877-8666,http://avidanconstruction.com,http://www.houzz.com/pro/avidanco/am-construction,null,null,966886,null,1,0,null,0,null,null
PRIME BUILDERS,16596 Citrus View Cir,92504,David Brenner,(951) 780-8624,http://PRIMEBUILDERS.NET,http://www.houzz.com/pro/primebuilders1/prime-builders,null,null,null,null,3,0,null,3,null,null
Elite Remodeling & Construction,"6399 Wilshire Blvd., Ste. 310",90048,Oren Goldman,(323) 655-0199,http://www.elite-remodeling.com/,http://www.houzz.com/pro/eliteremodeling/elite-remodeling-and-construction,null,null,null,null,86,38,null,5,null,null
"Dependable Solutions, Inc.",%!s(bool=false),90245,Dependable Right,(424) 277-5200,http://www.dependablerights.com,http://www.houzz.com/pro/dependableright/dependable-solutions-inc,null,null,null,null,0,0,null,0,null,null
AAC Services Inc.,%!s(bool=false),90808,Angel Arenas,(310) 418-0481,http://aacservices.biz,http://www.houzz.com/pro/aacservicesinc/aac-services-inc,null,null,890344,null,6,0,null,0,null,null
Greg Riggs General Contracting,7040 Fullbright Ave.,91306,Greg Riggs,(818) 384-1306,null,http://www.houzz.com/pro/gregriggs/greg-riggs-general-contracting,null,null,939970,null,1,0,null,0,null,null
mox construction inc,Venice Walkstreets,90291,Mox Moeschler,(310) 721-0019,http://moxconstruction.com,http://www.houzz.com/pro/moxcon/mox-construction-inc,null,null,443945,null,8,0,null,10,null,null
Di Marco Construction Company,%!s(bool=false),91350,Tony DiMarco,%!s(bool=false),http://dimarcoconstructioncompany.com,http://www.houzz.com/pro/tony-dimarco3/di-marco-construction-company,null,null,976716,null,0,0,null,2,null,null
Dream Renovations,18640 Calvert St,91335,Ronald Cerda,(818) 757-1108,http://DreamRenovations.com,http://www.houzz.com/pro/lisacerda/dream-renovations,null,null,null,null,4,0,null,3,null,null
wisdom creation,%!s(bool=false),%!s(bool=false),:,(626) 731-8077,null,http://www.houzz.com/pro/yjztiger/wisdom-creation,null,null,null,null,0,0,null,0,null,1
Master Gutter,14056 Valleyheart Drive,91423,Udi Dahan,(818) 277-6330,http://www.mastergutter.com,http://www.houzz.com/pro/mastergutter/master-gutter,null,null,946847,null,2,0,null,2,null,1
nasr construction,4906 stone canyon dr,92883,joe nasr nasr,(310) 866-6645,null,http://www.houzz.com/pro/joenasr/nasr-construction,null,null,535656,null,1,0,null,0,null,null
Eagle Pride Construction,%!s(bool=false),93003,Gary Kuppenbender,(805) 415-8392,http://www.venturahomeremodeling.com/,http://www.houzz.com/pro/eagleprideconstruction/eagle-pride-construction,null,null,null,null,3,0,null,2,null,null
Locksmith Newhall,25007 Peachland Ave #817,91321,Jerry Johnson,(661) 283-0129,http://www.locksmithnewhall.com,http://www.houzz.com/pro/locksmithnewhall/locksmith-newhall,null,null,null,null,0,0,null,0,null,null
Schartner Construction Inc.,4730 Marine Ave,90260,Bruce Schartner,(310) 546-3251,http://bruce@bruceschartner.com,http://www.houzz.com/pro/bruceschartner/schartner-construction-inc,null,null,811333 CA,null,1,0,null,0,null,null
D Ross construction,22664 Kittridge Street,91307,Dino Rossi,(818) 535-7351,http://drossconstruction.com,http://www.houzz.com/pro/drossconstruction/d-ross-construction,null,null,null,null,1,0,null,0,null,null
Creative Design General Contracting,8229 Canoga Ave,91304,Brad Barnes,(818) 264-7557,null,http://www.houzz.com/pro/sisyphian/creative-design-general-contracting,null,null,null,null,3,0,null,0,null,null
Pettigrew Construction,null,%!s(bool=false),null,(562) 494-0404,null,null,null,null,null,null,null,null,null,null,null,null
Stallmandesign,%!s(bool=false),90069,Matt Stallman,(310) 497-8842,null,http://www.houzz.com/pro/mattstallman/stallmandesign,null,null,null,null,5,14,null,0,null,null
Giant Construction Company,P.O. box 1705,91709,Allen Joon,(888) 853-5824,http://www.GiantBuilders.org,http://www.houzz.com/pro/giantconstruction/giant-construction-company,null,null,940200,null,2,0,null,2,null,null
CA Addition Contractor,%!s(bool=false),%!s(bool=false),:,(800) 372-4080,http://www.caadditioncontractor.com,http://www.houzz.com/pro/ca-addition-contractor/ca-addition-contractor,null,null,null,null,1,0,null,0,null,null
PC Cnstruction,%!s(bool=false),92201,DOUGLAS stroh,(760) 776-0986,null,http://www.houzz.com/pro/sammysam/pc-cnstruction,null,null,null,null,2,1,null,0,null,null
Build Ventura,%!s(bool=false),%!s(bool=false),:,%!s(bool=false),http://www.BuildVentura.com,http://www.houzz.com/pro/justinbuildventura/build-ventura,null,null,null,null,2,0,null,2,null,null
eric_gsell,%!s(bool=false),%!s(bool=false),Eric Gsell,%!s(bool=false),null,http://www.houzz.com/pro/eric-gsell/eric-gsell,null,null,null,null,23,0,null,0,null,null
"Hacienda Lopez Construction, Inc",2140 Nadula Dr,91745,Hacienda Lopez,(310) 991-0333,http://haciendalopez.houzz.com,http://www.houzz.com/pro/haciendalopez/hacienda-lopez-construction-inc,null,null,910123,null,5,0,null,3,null,null
"Richardson Development, Inc",21781 Ventura Blvd,91364,Terry Richardson,(818) 652-9876,http://www.richardsondevelopmentinc.com,http://www.houzz.com/pro/terryjrichardson/richardson-development-inc,null,null,null,null,12,1,null,5,null,null
Floors and Granite Direct,972 W 9TH ST,91786,Stacie Bustamante,(909) 981-5254,http://www.floorsandgranitedirect.com,http://www.houzz.com/pro/stacie-bustamante/floors-and-granite-direct,null,null,893211,null,10,0,null,2,null,null
Drew Remodeling and Construction,12941 Velvetleaf Street,92553,Rod Drew,(951) 486-1878,null,http://www.houzz.com/pro/drewconst/drew-remodeling-and-construction,null,null,925982,null,1,0,null,2,null,null
RAY'S HOME IMPROVEMENT,%!s(bool=false),%!s(bool=false),RAY ACOSTA,%!s(bool=false),http://www.rayshomeimprovement.net/,http://www.houzz.com/pro/rays356/rays-home-improvement,null,null,null,null,2,0,null,0,null,null
Castle  Bay Construction,2064 McKain Street,91302,Clark McCracken,(818) 984-7070,http://under construction,http://www.houzz.com/pro/cjjm17/castle-bay-construction,null,null,440256,null,0,0,null,0,null,null
JCD CONSTRUCTION,%!s(bool=false),%!s(bool=false),:,(213) 500-2220,null,http://www.houzz.com/pro/builderjcd/jcd-construction,null,null,null,null,0,0,null,0,null,1
Build 4 u Inc,18740 Oxnard ST Unit304,91356,Yossi Peretz,(877) 393-2003,http://www.build4uinc.com,http://www.houzz.com/pro/build4uinc/build-4-u-inc,null,null,914440,null,0,0,null,1,null,null
GENERAL CONSTUCTION AND HANDYMAN SERVICE,P O BOX 6454,92248,JORGE BARCELO,(760) 325-7850,null,http://www.houzz.com/pro/jorgebarcelo/general-constuction-and-handyman-service,null,null,992774,null,0,0,null,0,null,null
Adego Inc.,"14600 Osage Avenue, suite 10",90260,Rudy Rocco,(310) 629-7587,http://Adegoinc.com,http://www.houzz.com/pro/rqhomes/adego-inc,null,null,null,null,1,0,null,0,null,null
Premier Builders,%!s(bool=false),92201,Gonzalo Guzman III,(760) 775-5920,http://premierbuild.co,http://www.houzz.com/pro/premierbuild/premier-builders,null,null,958992,null,2,0,null,0,null,null
A1 Best Garage Doors South Bay,956 14th St,90254,Alfred Gardner,(310) 491-9436,http://www.A1BestGarageDoorsSouthBay.com,http://www.houzz.com/pro/a1bgdsb/a1-best-garage-doors-south-bay,null,null,764897,null,1,0,null,0,null,null
DADA,%!s(bool=false),%!s(bool=false),:,(980) 344-4354,null,http://www.houzz.com/pro/skipford/dada,null,null,null,null,1,0,null,0,null,1
Prestige Construction & Design,%!s(bool=false),%!s(bool=false),:,(877) 559-5005,http://www.prestigeremodel.com/shermanoakscontractor.html,http://www.houzz.com/pro/prestigeconstructiondesign/prestige-construction-and-design,null,null,null,null,7,3,null,2,null,null
DiMarco Construction Company,%!s(bool=false),91350,Tony DiMarco,%!s(bool=false),http://dimarcoconstruction.houzz.com,http://www.houzz.com/pro/dimarcoconstruction/dimarco-construction-company,null,null,976716,null,1,0,null,2,null,null
Abco Construction,%!s(bool=false),%!s(bool=false),:,(760) 203-3704,http://www.abcoconstructioncompany.com/,http://www.houzz.com/pro/abcoconstruction1/abco-construction,null,null,null,null,1,0,null,0,null,null
Noble Construction Co.,300 Sycamore Glen,91105,Christopher Noble,(626) 577-5300,null,http://www.houzz.com/pro/nobleconstructioninc/noble-construction-co,null,null,894239,null,1,0,null,0,null,null
Stephens Development Company,%!s(bool=false),92314,William Stephens,(951) 675-2222,http://site.stephensdevelopmentco.com,http://www.houzz.com/pro/bsteph5900/stephens-development-company,null,null,B 812635,null,5,3,null,19,null,null
Thomas Construction,12175 Arbor Hill Street,93021,Scott Thomas,(805) 523-0048,null,http://www.houzz.com/pro/thomasconstruction1/thomas-construction,null,null,621975,null,1,0,null,0,null,null
Ary Construction,%!s(bool=false),91377,Avi YARDENY,%!s(bool=false),http://aryconstruction.com/,http://www.houzz.com/pro/aviyardeny/ary-construction,null,null,953632,null,1,0,null,0,null,null
V Water Damage,%!s(bool=false),90011,Tedd Barnfield,(866) 645-2032,http://www.vwaterdamage.com/,http://www.houzz.com/pro/vwaterdamage/v-water-damage,null,null,null,null,0,0,null,0,null,null
Contractors Pasadena,%!s(bool=false),91105,Mark Shaw,(626) 737-8839,http://contractorspasadena.org,http://www.houzz.com/pro/contractorspasadena/contractors-pasadena,null,null,null,null,3,0,null,2,null,null
MJ Barman construction,%!s(bool=false),92507,James,(951) 347-1711,null,http://www.houzz.com/pro/mjbarmanconstruction/mj-barman-construction,null,null,975437,null,0,0,null,2,null,null
John Caire Construction,%!s(bool=false),91011,John Caire,(818) 631-5598,http://johncaireconstruction.com,http://www.houzz.com/pro/johncaireconstruction/john-caire-construction,null,null,626684,null,0,0,null,4,null,null
VAN NUYS Contractor remodeling,15323 Vanowen St,91406,Mike Johnson,(818) 330-5375,null,http://www.houzz.com/pro/vannuyscontractorremodeling/van-nuys-contractor-remodeling,null,null,null,null,2,0,null,0,null,null
LAKB GENERAL REMODELING,13659 Victory Blvd #375,91401,O.Z ZILBERBERG,(800) 239-7439,http://www.losangeleskitchenbath.com,http://www.houzz.com/pro/lakb2014/lakb-general-remodeling,null,null,903689,null,1,0,null,9,null,null
"Cannon Constructors South, Inc.","17000 Ventura Blvd., Suite 301",91316,Anthony Chiusano,(818) 906-6200,http://www.cannongroup.com,http://www.houzz.com/pro/gemini49/cannon-constructors-south-inc,null,null,900698,null,1,0,null,0,null,null
octavio,2157 Venice,90006,Octavio Espinosa,(323) 766-8546,null,http://www.houzz.com/pro/octavio-espinosa/octavio,null,null,null,null,1,1,null,0,null,null
New Home Kitchen And Bath,13251 South St,90703,Paul,(562) 860-8727,http://newhomekitchenandbath.com/,http://www.houzz.com/pro/newhomekb/new-home-kitchen-and-bath,null,null,null,null,4,0,null,2,null,null
Legacy Construction & Development Inc.,%!s(bool=false),91362,Ron Buccieri,(818) 874-0049,http://www.buildwithlegacy.com,http://www.houzz.com/pro/ron-buccieri/legacy-construction-and-development-inc,null,null,758990,null,0,15,null,0,null,null
Contractors Santa Clarita,%!s(bool=false),%!s(bool=false),:,(661) 977-4206,http://contractorssantaclarita.com,http://www.houzz.com/pro/contractorssantaclarita/contractors-santa-clarita,null,null,null,null,1,0,null,0,null,null
BuddhaTeas Reishi Mushroom Tea,%!s(bool=false),%!s(bool=false),:,(626) 567-5678,http://www.reishimushroomtea.com/,http://www.houzz.com/pro/roccoscoth/buddhateas-reishi-mushroom-tea,null,null,null,null,0,0,null,0,null,null
Builtall,16022 Arminta Street,91406,Peter Meyerson,(310) 433-7622,http://www.builtall.com,http://www.houzz.com/pro/p552255p/builtall,null,null,785095,null,2,0,null,2,null,null
Aaxis Construction,%!s(bool=false),90031,Clay Reed,(310) 735-9705,http://www.aaxisbuilds.com,http://www.houzz.com/pro/aaxis/aaxis-construction,null,null,932901,null,0,0,null,3,null,null
Elite Remodeling and Developement,null,91324,"Mikha Malka, President",(818) 678-9087,null,null,null,null,null,null,null,null,null,null,null,null
symbolic homes,%!s(bool=false),%!s(bool=false),:,(818) 614-6407,null,http://www.houzz.com/pro/rebuilderman/symbolic-homes,null,null,null,null,2,1,null,0,null,null
"DSC Craftsmen, Inc.",236 S. Myers St.,91506,Douglas Carlson,(818) 845-7693,http://www.dsccraftsmen.com,http://www.houzz.com/pro/douglas-carlson/dsc-craftsmen-inc,null,null,null,null,20,0,null,0,null,null
Raymond Lock and Safe,%!s(bool=false),91340,Oliver Stewart,(818) 616-8748,http://www.raymondlockandsafe.net,http://www.houzz.com/pro/raymondlockandsafe/raymond-lock-and-safe,null,null,null,null,0,0,null,0,null,null
JDR Construction,%!s(bool=false),91354,JD Rotteau,(818) 212-3923,null,http://www.houzz.com/pro/jd-rotteau/jdr-construction,null,null,991165,null,0,4,null,0,null,null
ark construction and development,%!s(bool=false),%!s(bool=false),:,(310) 968-6725,null,http://www.houzz.com/pro/kamda56860/ark-construction-and-development,null,null,null,null,0,0,null,0,null,null
viridian,P. O. Box 29756,90027,Edith Gibson,(661) 205-3343,null,http://www.houzz.com/pro/edith-gibson99/viridian,null,null,null,null,0,0,null,0,null,null
DDO Contractors,3005 midvale ave #1,90034,Donald Ogden,(818) 825-8423,http://www.ddocontractors.com,http://www.houzz.com/pro/ddocontractors/ddo-contractors,null,null,null,null,2,0,null,0,null,null
Home Service Network LLC,%!s(bool=false),91510,Tim Madigan,(323) 804-6520,null,http://www.houzz.com/pro/t-madigan3/home-service-network-llc,null,null,null,null,0,0,1,0,1,null
Crystal Clear Construction,%!s(bool=false),92584,Lance Remington,(951) 595-5273,http://www.menifeeremodeling.com,http://www.houzz.com/pro/crystalclearconstuction/crystal-clear-construction,null,null,978528,null,0,0,null,0,null,null
MY Home Builders Inc.,%!s(bool=false),91364,Yaron Yashar,(818) 914-4900,http://www.myhbinc.com,http://www.houzz.com/pro/myhbinc/my-home-builders-inc,null,null,1002927,null,1,0,null,5,null,null
BCL,137 s Roberson,90211,Ben Lee,(310) 926-8693,http://archetypeconsult.com,http://www.houzz.com/pro/ben-lee2168948/bcl,null,null,null,null,5,26,null,0,null,null
Tom Johnson Remodeling,%!s(bool=false),%!s(bool=false),:,(818) 991-6022,http://tjohnsonremodeling.com/,http://www.houzz.com/pro/tjohnsonremodeling/tom-johnson-remodeling,null,null,null,null,0,0,null,3,null,null
"Arod,Inc.",18351 Colima rd suite #144,91748,Arnold Rodriguez,(323) 595-1523,http://arodinc.com,http://www.houzz.com/pro/arnold-rodriguez10/arodinc,null,null,920152,null,1,0,null,0,null,null
Builderzz Home Design/Remodeling Inc.,17412 Ventura Blvd Suite 211,91316,Guy Samipur,(877) 425-4232,http://builderzz.com/,http://www.houzz.com/pro/builderzz/builderzz-home-design-remodeling-inc,null,null,985199,null,4,0,null,3,null,null
"Nyborg Sustainable Construction, Inc.",4499 Via Marisol Ste. 116B,90042,Scott Nyborg,(323) 905-4672,http://www.nyborgconstruction.com,http://www.houzz.com/pro/snyborg/nyborg-sustainable-construction-inc,null,null,938943,null,6,0,null,0,null,null
W. Troy Dudley Design & Construction,WTroyDudley@GMail.com,90241,Troy Dudley,%!s(bool=false),http://wtroydudley.houzz.com,http://www.houzz.com/pro/wtroydudley/w-troy-dudley-design-and-construction,null,null,987291,null,16,5,null,4,null,null
UAC Energy Efficiency,%!s(bool=false),90011,Wayne Richards,(888) 636-0334,http://www.uacenergyefficiency.com/,http://www.houzz.com/pro/uacenergyefficiency/uac-energy-efficiency,null,null,null,null,0,0,null,0,null,null
Integrity Builders,%!s(bool=false),90815-5410,Stan Saporito,(310) 625-5645,null,http://www.houzz.com/pro/dogrescuer/integrity-builders,null,null,null,null,0,0,null,0,null,null
Contractors Long Beach,%!s(bool=false),90803,Rob Lennon,(562) 252-8736,http://contractorslongbeach.com,http://www.houzz.com/pro/contractorslongbeach/contractors-long-beach,null,null,null,null,1,0,null,2,null,null
"Jon Q  Home, Inc.",19113 vanowen st,91325,Jonathan Quach,(818) 438-0866,http://jonqhome.com,http://www.houzz.com/pro/jonathan-quach/jon-q-home-inc,null,null,935167,null,2,23,null,0,null,null
AmRamp- Los Angeles,%!s(bool=false),90505,Brett McKee,(310) 530-1570,http://www.amramp.com/laoc,http://www.houzz.com/pro/amramplosangeles/amramp-los-angeles,null,null,957641.  D21 & D 24,null,0,0,null,5,null,null
Young Kim,18801pioneer np,90701,Young Kim,(562) 921-2078,null,http://www.houzz.com/pro/young-kim28/young-kim,null,null,null,null,0,1,null,0,null,null
Frank Tripicchio Realty,1404 Calle Hermosa,93309,frank tripicchio,(661) 331-7075,null,http://www.houzz.com/pro/mastrantonio/frank-tripicchio-realty,null,null,null,null,1,0,null,2,null,null
Weddington Construction,17200 Weddington St,91316,Eli Malol,(818) 934-9333,http://www.weddingtonconstruction.com,http://www.houzz.com/pro/guruofre/weddington-construction,null,null,478358,null,1,0,null,0,null,null
CORONEL ENTERPRISES,42760 madio street,92201,Ana Laura,(760) 775-1234,http://www.coronelent.com,http://www.houzz.com/pro/ana-laura4633595/coronel-enterprises,null,null,null,null,0,0,null,0,null,null
Vista Ford of Oxnard,1501 Auto Center Dr,93036,Robert Donovan,(888) 379-4557,http://vistaoxnard.com/,http://www.houzz.com/pro/vistafordofoxnard/vista-ford-of-oxnard,null,null,null,null,0,0,null,0,null,null
Ange construction inc,%!s(bool=false),91320,Kevin Ange,(805) 551-2289,null,http://www.houzz.com/pro/liberty1981/ange-construction-inc,null,null,null,null,1,0,null,3,null,null
Mike's Windows & Doors,%!s(bool=false),91350,Mike Seright,(661) 222-9195,http://www.mikeswindowsanddoors.com/,http://www.houzz.com/pro/mikeswindowsanddoors/mikes-windows-and-doors,null,null,521698,null,2,0,null,2,null,null
Michael Rafferty,450 S Maple Dr #504,90212,Michael Rafferty,(949) 374-3362,null,http://www.houzz.com/pro/mchljsphrffrty/michael-rafferty,null,null,1001692,null,0,0,null,0,null,null
MJ Seitz Construction,%!s(bool=false),90245,Michael,(310) 322-5147,null,http://www.houzz.com/pro/mjseitzconstruction/mj-seitz-construction,null,null,801839B,null,0,0,null,0,null,null
GK General Construction,1535 Verd Oaks dr.,91205,Karen(Gary) Ghukasyan,(818) 400-2325,http://gkgconstruction@yahoo.com,http://www.houzz.com/pro/05gkg05/gk-general-construction,null,null,B861340,null,1,0,null,0,null,null
Village Builders,692 w. Foothill Blvd,91016,Bernard Rothermund,(818) 253-5363,null,http://www.houzz.com/pro/brothermund/village-builders,null,null,718810,null,0,0,null,0,null,null
yazhang,%!s(bool=false),%!s(bool=false),:,(626) 500-8749,null,http://www.houzz.com/pro/xilinmen/yazhang,null,null,null,null,0,0,null,0,null,null
"HMC, Inc",%!s(bool=false),90066,Gerry Dzurek,(424) 248-0482,null,http://www.houzz.com/pro/gerry-dzurek/hmc-inc,null,null,null,null,1,3,null,0,null,null
"Descanso Construction, Inc.","1351 Foothill Blvd., 2nd Floor",91011,Ara Aghajanian,%!s(bool=false),null,http://www.houzz.com/pro/descansoconstruction/descanso-construction-inc,null,null,978248,null,2,0,null,0,null,null
Kwiat Construction Company,1110 S. Catalina Ave,90277,Jeffry Kwiat,(773) 263-3998,null,http://www.houzz.com/pro/jeffryb/kwiat-construction-company,null,null,null,null,1,0,null,0,null,null
UAC Glass Repair,%!s(bool=false),90011,Ben Williams,(866) 235-7992,http://www.uacglassrepair.com,http://www.houzz.com/pro/uacglassrepair/uac-glass-repair,null,null,null,null,0,0,null,0,null,null
Malkoe Design,%!s(bool=false),%!s(bool=false),Mark Aller,%!s(bool=false),null,http://www.houzz.com/pro/malkoedesign/malkoe-design,null,null,null,null,6,0,null,1,null,null
Kauffman Builders Inc,%!s(bool=false),91343,Robert Elmquist,(805) 824-4989,http://www.cginstall.com,http://www.houzz.com/pro/robert3395/kauffman-builders-inc,null,null,965590,null,0,0,null,0,null,null
Bowlin Construction,14229 Dickens St. #6,91423,Michael Bowlin,(818) 399-7229,http://NA,http://www.houzz.com/pro/michaelbowlin/bowlin-construction,null,null,B435321,null,1,0,null,2,null,null
